//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	22 33 33 			210 194 182 			255 255 255 			16 16 22 			15 15 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		50.0		0.8			35 9 10			27 30 36			53 104 104 240			248 93 90 114			248 34 40 30			25	80	0	1.00		
// 6 AM
	20 16 16 			210 194 182 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.1		0.3			140 93 0			800.0		50.0		0.8			100 34 25			120 92 88			90 170 170 240			248 86 86 86			248 149 94 0			25	120	0	1.00		
// 7 AM
	22 15 5 			169 135 107 			255 255 255 			53 35 78 			203 191 215 			68 0 255 			39 20 54 			4.3		1.1		0.3			100 50 75			800.0		10.0		0.5			120 40 40			159 142 106			145 170 170 240			248 22 22 42			248 91 64 75			25	120	0	0.30		
// Midday
	27 17 4 			90 77 69 			255 255 255 			59 59 62 			173 139 102 			255 128 0 			255 128 0 			0.8		0.1		0.3			180 0 80			800.0		10.0		-0.1			44 34 23			145 164 183			90 170 170 240			248 52 29 29			248 105 127 132			25	50	0	0.30		
// 7 PM
	26 21 10 			85 74 65 			255 255 255 			113 121 132 			189 170 184 			86 42 50 			255 128 0 			8.8		0.5		0.8			110 40 103			800.0		10.0		0.8			120 40 40			200 123 96			87 94 101 240			248 52 75 63			248 44 18 50			25	150	0	0.20		
// 8 PM
	10 5 5 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.8			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			248 121 102 80			248 44 24 0			25	150	0	1.00		
// 10 PM
	22 12 15 			255 222 222 			255 255 255 			209 150 84 			167 118 65 			255 128 0 			5 8 0 			0.8		0.3		0.3			160 100 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			248 124 124 124			248 44 24 0			25	80	0	1.00		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			210 188 166 			255 255 255 			22 5 12 			13 13 31 			255 128 0 			5 0 0 			0.8		0.3		0.6			200 100 0			800.0		155.0		0.8			30 20 0			3 3 3			85 85 65 240			248 57 87 87			248 21 27 88			122	90	0	1.00		
// 5 AM
	33 33 33 			210 194 182 			255 255 255 			15 15 16 			14 14 20 			255 128 0 			255 128 0 			-0.1		0.3		0.8			150 100 0			800.0		155.0		0.8			35 9 10			27 30 36			53 104 104 240			248 50 78 114			248 34 40 30			122	90	0	1.00		
// 6 AM
	33 33 33 			210 194 182 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.3		0.8			140 93 0			800.0		100.0		0.8			100 34 25			120 92 88			90 170 170 240			248 86 86 86			248 149 94 0			122	120	0	1.00		
// 7 AM
	15 7 0 			66 60 50 			255 255 255 			119 103 114 			199 124 124 			255 128 0 			255 128 0 			1.1		0.1		0.1			236 50 75			800.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			248 110 50 50			248 50 73 45			122	180	0	0.70		
// Midday
	15 7 0 			90 80 70 			255 255 255 			60 57 71 			166 140 144 			255 128 0 			255 128 0 			2.5		0.8		0.1			236 0 190			800.0		80.0		-0.1			44 34 23			145 164 183			90 170 170 240			248 47 23 87			248 155 96 31			122	180	0	0.30		
// 7 PM
	12 10 0 			47 43 35 			255 255 255 			80 80 69 			224 186 130 			255 55 0 			255 255 255 			4.3		0.3		0.3			222 40 75			800.0		10.0		0.8			120 40 40			200 123 96			50 97 97 240			248 74 66 57			248 42 79 110			122	180	0	1.00		
// 8 PM
	15 5 0 			210 194 182 			255 255 255 			181 150 84 			167 118 65 			255 128 0 			255 128 0 			1.9		0.3		0.7			100 60 0			800.0		10.0		0.8			120 40 40			72 107 159			67 67 67 240			248 121 93 71			248 44 24 0			122	120	0	1.00		
// 10 PM
	33 12 12 			210 194 182 			255 255 255 			181 150 84 			197 103 39 			255 128 0 			5 8 0 			0.8		0.3		0.6			160 100 0			800.0		10.0		0.8			70 27 10			15 11 34			67 67 62 240			248 117 124 83			248 66 27 0			122	90	0	1.00		
//
///////////////////////////////////////////CLOUDY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	10 30 30 			157 176 208 			255 255 255 			10 10 10 			10 23 33 			10 10 0 			10 0 0 			0.8		0.8		0.1			200 100 0			700.0		79.0		0.8			30 20 0			23 28 30			55 55 66 240			248 124 124 124			248 45 49 32			155	51	0	1.00		
// 5 AM
	10 24 27 			160 171 202 			255 255 255 			10 10 10 			10 22 33 			10 10 0 			10 0 0 			0.8		0.8		0.1			200 100 0			700.0		-22.0		0.8			70 27 10			23 28 30			55 55 66 240			248 80 85 91			248 98 120 120			155	100	0	1.00		
// 6 AM
	16 31 31 			163 187 192 			255 255 255 			22 22 22 			15 25 27 			0 0 0 			0 0 0 			3.4		0.8		0.1			200 100 0			700.0		90.0		0.8			100 34 25			23 28 30			77 77 88 240			248 63 80 80			248 122 122 90			155	180	0	1.00		
// 7 AM
	22 22 22 			80 80 98 			255 255 255 			105 109 93 			186 179 159 			0 0 0 			0 0 0 			-0.1		0.7		0.1			80 50 0			700.0		-22.0		0.5			120 40 40			92 116 125			77 77 88 240			248 68 107 9			248 65 27 74			155	180	0	0.70		
// Midday
	18 1 0 			134 102 88 			255 255 255 			102 90 131 			185 156 169 			10 10 0 			10 0 0 			2.8		0.5		0.1			80 0 120			700.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			248 188 139 51			248 3 8 37			155	180	0	0.90		
// 7 PM
	22 22 22 			142 84 59 			255 255 255 			61 20 29 			161 139 132 			0 0 0 			0 0 0 			3.5		0.8		0.1			80 0 0			700.0		-22.0		0.8			120 100 100			92 116 123			123 128 134 240			248 131 82 15			248 56 56 107			155	180	0	0.80		
// 8 PM
	22 22 22 			190 176 169 			255 255 255 			34 56 62 			62 72 75 			0 0 0 			0 0 0 			-0.1		0.8		0.1			80 50 0			700.0		-22.0		0.8			120 100 100			46 58 61			122 126 134 240			248 90 90 90			248 90 122 122			155	180	0	1.00		
// 10 PM
	24 28 20 			222 200 200 			255 255 255 			15 15 20 			20 22 22 			10 10 0 			10 0 0 			0.8		0.8		0.3			200 100 0			700.0		111.0		0.8			70 27 10			23 28 30			10 70 60 240			248 64 64 100			248 69 70 87			155	20	0	1.00		
//
///////////////////////////////////////////SUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			133 133 133 			255 255 255 			0 8 12 			10 36 65 			255 128 0 			5 0 0 			0.8		0.5		0.3			200 100 0			450.0		100.0		0.8			30 20 0			3 3 3			19 40 52 240			248 66 66 66			248 88 56 28			50	120	0	1.00		
// 5 AM
	20 30 30 			143 143 143 			255 255 255 			15 22 32 			4 32 66 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			454.0		100.0		0.8			70 27 10			50 43 36			21 41 56 240			248 66 99 66			248 88 47 23			50	120	0	1.00		
// 6 AM
	30 30 30 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			3.0		0.1		0.8			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			248 124 124 124			248 45 47 23			50	120	70	1.00		
// 7 AM
	24 26 30 			85 66 66 			255 255 255 			76 79 97 			162 198 148 			255 128 0 			255 0 0 			3.3		0.8		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			248 85 47 38			248 39 68 137			50	120	0	0.30		
// Midday
	22 9 1 			116 102 97 			255 255 255 			89 138 186 			160 166 138 			255 128 0 			255 128 0 			2.5		0.8		0.1			150 0 150			455.0		66.0		0.8			120 100 100			180 255 255			90 170 170 240			248 20 20 87			248 137 118 94			50	120	0	0.20		
// 7 PM
	14 7 2 			68 53 53 			255 255 255 			38 41 64 			179 169 157 			255 0 0 			255 0 0 			3.3		0.8		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			248 36 65 119			248 71 67 7			50	120	0	0.20		
// 8 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.8			120 40 40			0 0 0			67 67 67 240			248 124 66 44			248 66 55 23			50	120	0	1.00		
// 10 PM
	13 13 30 			143 143 143 			255 255 255 			20 15 45 			13 44 65 			255 5 8 			5 8 0 			0.8		0.5		0.5			160 100 0			455.0		66.0		0.8			70 27 10			0 0 0			44 73 96 240			248 124 124 124			248 45 47 23			50	112	0	1.00		
//
///////////////////////////////////////////EXTRASUNNY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			133 133 133 			255 255 255 			10 36 65 			10 36 65 			255 128 0 			5 0 0 			0.8		0.5		0.3			200 100 0			450.0		100.0		0.8			30 20 0			3 3 3			19 40 52 240			248 66 66 66			248 88 56 28			0	120	0	1.00		
// 5 AM
	20 30 30 			143 143 143 			255 255 255 			4 32 66 			4 32 66 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			454.0		100.0		0.8			70 27 10			50 43 36			21 41 56 240			248 66 99 66			248 88 47 23			0	120	0	1.00		
// 6 AM
	16 20 27 			188 188 188 			255 255 255 			155 155 155 			198 124 85 			255 128 0 			255 128 0 			2.5		0.1		0.1			140 100 0			455.0		66.0		0.8			100 34 25			120 92 88			178 160 160 200			248 86 86 86			248 166 94 0			0	120	0	1.00		
// 7 AM
	12 0 0 			188 188 188 			255 255 255 			155 155 155 			198 124 85 			255 128 0 			255 0 0 			1.6		0.8		0.1			100 50 0			455.0		66.0		0.5			120 40 40			159 142 106			145 170 170 240			248 86 86 86			248 166 94 0			0	120	0	1.00		
// Midday
	30 30 30 			188 188 188 			255 255 255 			90 180 255 			90 200 255 			255 128 0 			255 128 0 			2.5		0.8		0.1			150 0 150			455.0		66.0		0.8			120 100 100			180 255 255			90 170 170 240			248 44 94 89			248 45 66 36			0	120	0	1.00		
// 7 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 157 			111 155 155 			255 0 0 			255 0 0 			3.3		0.8		0.1			110 40 0			455.0		66.0		0.8			120 40 40			200 123 96			103 95 87 240			248 33 99 99			248 66 66 44			0	120	0	1.00		
// 8 PM
	30 30 30 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			455.0		66.0		0.8			120 40 40			0 0 0			67 67 67 240			248 124 66 44			248 66 55 23			0	120	0	1.00		
// 10 PM
	13 13 30 			141 141 141 			255 255 255 			5 25 45 			13 44 65 			255 5 8 			5 8 0 			0.8		0.5		0.5			160 100 0			455.0		66.0		0.8			70 27 10			0 0 0			44 73 96 240			248 124 124 124			248 45 47 23			0	112	0	1.00		
//
///////////////////////////////////////////CLOUDY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	30 30 30 			108 108 101 			255 255 255 			11 11 11 			11 11 11 			10 10 0 			10 0 0 			0.8		0.8		0.8			200 100 0			1150.0		-22.0		0.8			30 20 0			23 28 30			55 55 66 240			248 64 64 12			248 88 66 66			155	0	0	1.00		
// 5 AM
	30 22 30 			108 108 101 			255 255 255 			14 14 14 			14 14 14 			10 10 0 			10 0 0 			-0.1		0.8		0.8			200 100 0			1150.0		-22.0		0.8			70 27 10			23 28 30			55 55 66 240			248 77 67 52			248 85 72 66			155	0	0	1.00		
// 6 AM
	30 30 30 			153 153 153 			255 255 255 			41 46 47 			31 36 37 			10 10 0 			10 0 0 			3.4		0.8		0.8			200 100 0			1150.0		-22.0		0.8			100 34 25			23 28 30			77 77 88 240			248 64 64 64			248 77 77 77			155	0	100	1.00		
// 7 AM
	5 5 12 			153 153 153 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			-0.1		0.7		0.8			200 50 0			1150.0		-22.0		0.5			120 40 40			46 58 61			77 77 88 240			248 124 124 124			248 48 48 48			155	0	0	1.00		
// Midday
	5 5 12 			122 123 123 			255 255 255 			125 145 151 			125 145 151 			10 10 0 			10 0 0 			2.8		0.5		0.7			80 0 120			1150.0		-22.0		0.3			120 100 100			92 116 123			125 125 125 240			248 124 124 124			248 48 48 48			155	0	0	1.00		
// 7 PM
	5 30 30 			123 123 123 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			3.5		0.8		0.8			80 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			123 128 134 240			248 124 124 124			248 48 48 48			155	0	0	1.00		
// 8 PM
	30 30 30 			108 108 108 			255 255 255 			62 72 75 			62 72 75 			10 10 0 			10 0 0 			1.9		0.8		0.8			80 50 0			1150.0		-22.0		0.8			120 100 100			46 58 61			122 126 134 240			248 64 64 55			248 48 48 48			155	0	0	1.00		
// 10 PM
	30 30 30 			108 108 108 			255 255 255 			41 46 47 			31 36 37 			10 10 0 			10 0 0 			0.8		0.8		0.8			200 100 0			1150.0		-22.0		0.8			70 27 10			23 28 30			77 77 88 240			248 64 64 12			248 48 48 48			155	0	0	1.00		
//
///////////////////////////////////////////RAINY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			0.8		0.8		0.5			200 100 0			650.0		5.0		0.8			30 20 0			0 0 0			59 68 77 240			248 124 124 124			248 16 48 10			155	0	0	1.00		
// 5 AM
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			-0.1		0.8		0.6			200 100 0			650.0		5.0		0.8			70 27 10			0 0 0			59 68 77 240			248 124 124 124			248 0 48 20			155	0	0	1.00		
// 6 AM
	20 30 30 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			3.4		0.8		0.3			200 100 0			650.0		5.0		0.8			100 34 25			0 0 0			62 72 77 240			248 124 124 124			248 0 48 20			155	0	100	1.00		
// 7 AM
	20 30 30 			135 173 197 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			2.5		0.7		0.3			80 80 0			650.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			248 124 124 124			248 0 48 20			155	0	0	1.00		
// Midday
	20 30 30 			186 186 186 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			0.8		0.5		0.1			80 50 120			650.0		5.0		0.7			120 100 100			0 0 0			141 141 140 240			248 124 124 124			248 30 38 30			155	0	0	1.00		
// 7 PM
	20 30 30 			135 173 193 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			3.5		0.8		0.5			80 50 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			248 124 124 124			248 10 46 22			155	0	0	1.00		
// 8 PM
	20 30 30 			167 198 223 			255 255 255 			40 40 40 			70 70 70 			0 0 0 			0 0 0 			1.9		0.8		0.8			80 80 0			650.0		5.0		0.8			120 40 40			0 0 0			132 176 189 240			248 124 124 124			248 0 48 20			155	0	0	1.00		
// 10 PM
	20 30 30 			167 198 223 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			0.8		0.8		0.8			200 100 0			650.0		5.0		0.8			70 27 10			0 0 0			161 176 189 240			248 124 124 124			248 0 48 20			155	0	0	1.00		
//
///////////////////////////////////////////FOGGY_SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.8		0.8		0.7			60 50 0			150.0		-200.0		0.8			30 20 0			0 0 0			120 120 125 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
// 5 AM
	33 33 33 			210 141 141 			255 255 255 			0 45 45 			0 45 45 			10 10 0 			10 0 0 			-0.1		0.8		0.7			60 50 0			150.0		-200.0		0.8			70 27 10			0 0 0			120 120 125 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
// 6 AM
	33 33 33 			141 141 141 			255 255 255 			0 45 45 			0 45 45 			0 10 0 			10 0 0 			3.4		0.8		0.7			60 50 0			150.0		-200.0		0.8			100 34 25			0 0 0			128 128 125 240			248 124 124 124			248 30 30 32			0	120	100	1.00		
// 7 AM
	33 33 33 			141 141 141 			255 255 255 			40 50 50 			40 50 50 			10 10 0 			10 0 0 			2.5		0.7		0.7			60 50 0			150.0		-200.0		0.6			120 40 40			0 0 0			128 128 125 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
// Midday
	13 13 13 			141 141 141 			255 255 255 			146 155 155 			127 144 144 			10 10 0 			10 0 0 			0.8		0.5		0.3			60 50 60			250.0		-30.0		0.3			120 100 100			0 0 0			128 128 128 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
// 7 PM
	13 13 13 			141 141 141 			255 255 255 			100 100 105 			100 100 105 			10 10 0 			10 0 0 			3.5		0.8		0.3			60 50 0			150.0		-70.0		0.8			120 40 40			0 0 0			123 123 124 240			248 124 124 124			248 30 30 32			0	111	0	1.00		
// 8 PM
	13 13 13 			141 141 141 			255 255 255 			41 60 60 			35 53 50 			10 10 0 			10 0 0 			1.9		0.8		0.8			60 50 0			150.0		-80.0		0.8			120 40 40			0 0 0			122 121 124 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
// 10 PM
	33 33 33 			141 141 141 			255 255 255 			0 40 40 			0 40 40 			10 10 0 			10 0 0 			0.8		0.8		0.7			60 50 0			150.0		-100.0		0.8			70 27 10			0 0 0			123 124 120 240			248 124 124 124			248 30 30 32			0	120	0	1.00		
//
///////////////////////////////////////////SUNNY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	25 22 22 			144 137 137 			255 255 255 			16 7 23 			24 0 37 			255 255 0 			5 0 0 			0.8		0.3		0.8			200 100 0			1000.0		100.0		0.8			30 20 0			3 3 3			38 38 55 240			248 64 64 64			248 88 27 0			122	0	0	1.00		
// 5 AM
	24 16 25 			138 138 138 			255 255 255 			20 4 19 			31 11 27 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			1000.0		100.0		0.8			70 27 10			50 43 36			53 62 68 240			248 64 64 152			248 79 27 0			122	0	0	1.00		
// 6 AM
	0 5 10 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			255 128 0 			8.3		0.3		0.1			140 100 0			1000.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			248 64 64 64			248 77 66 0			122	0	0	1.00		
// 7 AM
	13 13 1 			188 188 188 			255 255 255 			90 205 255 			90 200 255 			255 128 0 			255 0 0 			3.3		0.1		0.1			100 50 0			1000.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			248 64 64 64			248 64 64 22			122	0	0	1.00		
// Midday
	13 13 1 			188 188 188 			255 255 255 			90 180 255 			90 200 255 			255 128 0 			255 128 0 			2.5		0.1		0.3			150 0 150			1000.0		10.0		0.8			120 100 100			180 255 255			90 170 170 240			248 64 64 64			248 128 111 44			122	88	0	1.00		
// 7 PM
	1 1 1 			163 159 163 			255 255 255 			109 142 157 			90 200 255 			255 255 255 			255 255 255 			3.5		0.1		0.8			110 40 0			1000.0		10.0		0.8			120 40 40			200 123 96			153 95 87 240			248 64 64 64			248 122 27 0			122	0	0	1.00		
// 8 PM
